triplet_uuid,outlet_idx,sentence_idx,model,mean_abs_shap,top20_tokens
13792511-5142-449f-8d3e-d77d790f65ec,1,0,daroberta,0.0737783449391524,White|0.2085;Throw|0.1726;Hat|0.1569;His|0.1214;Chris|-0.0754;Christie|-0.0729;the|0.0682;NJ|0.0418;Gov|-0.0394;Ring|-0.0349;for|0.0335;House|-0.0274;in|0.0251;Run|-0.0195;to|0.0091
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,4,biasdetector,0.023843633707604436,"surreal|0.1158;Earlier|-0.1071;almost|0.0959;which|0.0881;an|-0.0637;Herald|-0.0555;Adriana|-0.0491;Cohen,|-0.0470;Cohen|-0.0468;Boston|-0.0315;having|0.0222;into|0.0211;Cruz.|-0.0209;accused|-0.0176;in|0.0174;director|-0.0158;Amanda|-0.0158;Carpenter|-0.0135;Carpenter|-0.0125;an|0.0121"
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,4,daroberta,0.022942015694764752,"surreal|0.1691;almost|0.1160;over|0.0938;spilled|0.0565;an|0.0337;into|0.0333;Cruz.|-0.0309;which|0.0231;CNN|0.0223;between|0.0223;accused|0.0218;Earlier|-0.0196;director|-0.0182;Amanda|-0.0182;exchange|0.0180;on|0.0180;Carpenter|-0.0169;Cohen,|-0.0159;the|0.0159;allegations|0.0159"
d16050b3-979f-4834-90db-b8823691b87e,2,0,biasdetector,0.10291911533568054,Trump|0.2619;at|0.2494;Lashes|0.1446;Out|0.0693;Kathy|0.0415;Democrats|-0.0281;and|0.0198;Griffin|-0.0087
d16050b3-979f-4834-90db-b8823691b87e,2,0,daroberta,0.09309799131006002,Trump|0.3482;Democrats|0.0989;at|0.0865;Kathy|0.0762;and|0.0586;Lashes|0.0471;Out|0.0151;Griffin|0.0142
a4f1d515-d7d9-4319-b2e0-4d56e9d45554,2,22,biasdetector,0.04601618466441761,"run|0.2562;amok.|0.1554;abstract,|-0.0912;complain|0.0899;""In|-0.0406;and|-0.0329;Big|0.0303;can|0.0236;you|0.0199;Brother'|-0.0168;program|-0.0150;about'|0.0114;the|-0.0099;how|0.0091;this|0.0091;is|0.0081;potential|0.0047;a|0.0041"
a4f1d515-d7d9-4319-b2e0-4d56e9d45554,2,22,daroberta,0.03977277017784891,"amok.|0.1884;complain|0.1271;run|0.0988;Big|0.0535;about'|0.0458;Brother'|0.0404;you|0.0292;how|0.0201;this|0.0193;can|-0.0159;""In|0.0153;abstract,|0.0143;a|0.0133;and|0.0103;the|0.0093;potential|-0.0081;program|0.0038;is|0.0029"
96b7046f-f584-422f-a626-6f86a26dfd8b,3,4,biasdetector,0.050198802228440496,"innocuous|0.3283;liberated|0.2008;Wednesday|-0.1098;most|0.0765;a|-0.0713;large|-0.0698;events:|-0.0697;started|-0.0621;Cheese,|0.0583;table.|-0.0516;bird|-0.0414;Turkey,|-0.0412;with|0.0396;impressive|0.0396;plumage,|0.0392;Thursday|-0.0381;dinner|-0.0381;white|-0.0373;of|-0.0352;Mr.|-0.0331"
96b7046f-f584-422f-a626-6f86a26dfd8b,3,4,daroberta,0.022209973565013467,"innocuous|0.3504;with|0.0375;plumage,|0.0331;table.|-0.0287;liberated|0.0271;impressive|0.0251;Turkey,|0.0236;annual|-0.0231;Mr.|0.0211;when|0.0201;Wednesday|0.0195;the|0.0172;National|0.0167;It|0.0126;events:|-0.0121;of|-0.0119;most|-0.0112;with|0.0109;started|0.0109;naming|-0.0082"
472158a1-4e39-4214-8397-904e66f2b4c5,2,7,biasdetector,0.08032054337672889,"business?|0.3566;nation|0.1855;says|-0.1494;like|0.0656;running|-0.0589;to|-0.0585;he|-0.0578;'s|0.0545;he|0.0480;his|-0.0343;wants|0.0182;""Trump|0.0150;the|0.0138;run|-0.0084"
472158a1-4e39-4214-8397-904e66f2b4c5,2,7,daroberta,0.0717513388122565,"business?|0.2949;says|-0.1362;like|0.1157;""Trump|0.0713;his|0.0685;he|0.0617;'s|0.0595;running|-0.0556;nation|0.0536;to|-0.0354;run|0.0211;wants|0.0155;he|0.0102;the|-0.0053"
84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,65,biasdetector,0.07068636993073737,"ist|0.5009;protection|0.1878;American.””|-0.1325;Instead,|0.0979;his|-0.0838;will|-0.0725;saying|-0.0441;agenda,|-0.0292;he|-0.0276;a|-0.0235;laid|-0.0188;American|0.0184;rule|0.0131;be““|-0.0078;buy|-0.0078;out|-0.0056;and|-0.0008;hire|-0.0001"
84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,65,daroberta,0.05156608157860184,"ist|0.3699;Instead,|0.1310;protection|0.0772;and|-0.0481;laid|-0.0421;rule|0.0398;be““|0.0381;out|-0.0325;saying|-0.0292;hire|0.0273;agenda,|0.0273;American|0.0170;his|-0.0163;he|-0.0127;will|-0.0088;buy|0.0054;a|-0.0035;American.””|-0.0019"
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,13,biasdetector,0.022763820853720397,"intensely|0.1732;naked|0.0707;Trump|-0.0690;began|-0.0670;PAC|-0.0615;model,|-0.0509;GQ.|-0.0497;a|-0.0371;that|-0.0332;girlfriend,|-0.0298;The|0.0286;earlier|-0.0266;this|-0.0266;and|0.0246;featuring|-0.0241;meme|0.0229;Melania|0.0229;Trump|0.0225;that’’|0.0182;15|-0.0181"
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,13,daroberta,0.01867482179026727,intensely|0.3242;The|0.1139;PAC|-0.0400;that’’|0.0324;super|0.0273;a|0.0253;naked|0.0249;and|0.0236;featuring|-0.0209;GQ.|-0.0190;feud|0.0160;Trump|0.0153;between|0.0121;a|0.0121;Trumps|0.0120;Melania|0.0117;a|0.0109;week|0.0097;when|0.0092;Trump|-0.0090
96b7046f-f584-422f-a626-6f86a26dfd8b,3,11,biasdetector,0.03536211753172087,"disdain|0.2109;drew|0.0765;a|-0.0705;titled““|-0.0695;its|0.0530;of|0.0528;including|-0.0508;Jokes.””|-0.0453;Obama|0.0402;Bored|0.0380;attention,|0.0360;Girls|0.0280;Their|0.0279;BuzzFeed|-0.0274;share|-0.0228;fair|0.0204;Their’’|0.0178;Could|0.0140;Not|0.0140;by|0.0115"
96b7046f-f584-422f-a626-6f86a26dfd8b,3,11,daroberta,0.029218316517977252,"Their|0.1330;Bored|0.0809;of|0.0784;attention,|0.0724;disdain|0.0708;Jokes.””|0.0510;its|0.0482;media|0.0470;drew|0.0305;teenage|0.0272;Their’’|0.0252;Dads|0.0195;Obama|0.0158;Could|0.0157;Girls|0.0157;a|-0.0145;titled““|-0.0134;Not|0.0128;fair|0.0062;Be|0.0028"
576116e5-2b18-4d35-be73-36f5863c9468,3,24,biasdetector,0.03365526587488907,"railed|0.2251;claiming""|0.2072;groups|-0.1104;A|-0.1007;safe.""|-0.0733;has|0.0600;releasing|0.0561;called|0.0449;adjustments,|-0.0279;coalition|-0.0273;a|-0.0245;to|-0.0204;modest|0.0200;are|-0.0196;benefits|-0.0194;against|-0.0193;report|-0.0174;Strengthen|0.0153;adjusted|-0.0153;cost|-0.0140"
576116e5-2b18-4d35-be73-36f5863c9468,3,24,daroberta,0.020902464936636847,"railed|0.1953;groups|-0.0919;has|0.0650;called|0.0555;claiming""|0.0504;safe.""|0.0281;against|-0.0270;A|-0.0230;cost|-0.0223;modest|0.0216;releasing|0.0190;recently|0.0165;report|0.0142;of|0.0130;Strengthen|-0.0103;even|0.0092;Security|0.0082;benefits|-0.0078;are|-0.0078;coalition|0.0071"
87609973-bd58-42a5-96e2-ee5aa47433f5,2,0,biasdetector,0.10205179562961514,Failing|0.2603;Trump|0.2507;Accuses|0.2270;Former|-0.1036;Protocols|-0.0782;Aide|-0.0595;Security|-0.0495;Clinton|0.0447;of|0.0217;to|-0.0173;Follow|-0.0100
87609973-bd58-42a5-96e2-ee5aa47433f5,2,0,daroberta,0.06055783124809915,Trump|0.2797;Accuses|0.1660;Former|-0.0708;Failing|0.0529;of|0.0492;Follow|-0.0168;Protocols|0.0137;Clinton|0.0071;Aide|-0.0050;Security|-0.0036;to|-0.0013
70c75d68-bf65-46a6-a822-15c23d77a275,1,45,biasdetector,0.05215924704796635,"finally|0.1516;table.|-0.1065;their|0.1009;obstruction,|0.0909;must|0.0895;personal|-0.0747;their|0.0728;negotiating|-0.0526;the|0.0518;aside,|0.0438;the|0.0426;of|0.0284;and|0.0254;end|-0.0248;to|-0.0221;come|0.0201;put|-0.0164;president|0.0122;Democrats|-0.0095;dislike|-0.0066"
70c75d68-bf65-46a6-a822-15c23d77a275,1,45,daroberta,0.061692131351058686,"obstruction,|0.3025;finally|0.1496;must|-0.1224;their|0.0819;end|-0.0800;table.|-0.0713;aside,|0.0678;put|-0.0603;of|0.0521;personal|-0.0456;dislike|0.0395;Democrats|-0.0322;the|0.0298;negotiating|-0.0252;come|0.0200;president|-0.0166;the|0.0127;to|0.0106;and|-0.0069;their|-0.0067"
1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,1,33,biasdetector,0.03186277139254592,"vitriol|0.0809;and|0.0809;think|0.0655;names|-0.0518;people,|0.0437;much|0.0416;you|0.0413;to|-0.0356;had|-0.0350;would|0.0301;anger|0.0284;this|0.0264;how|0.0245;he|0.0218;If|0.0218;against|0.0161;he|0.0156;these|0.0149;their|0.0093;would|-0.0082"
1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,1,33,daroberta,0.035900216634300625,"and|0.1545;vitriol|0.1470;people,|0.0852;much|0.0581;this|0.0509;think|0.0376;these|0.0354;If|-0.0328;anger|0.0314;he|0.0272;would|0.0234;you|0.0220;how|0.0209;would|-0.0122;spell|0.0120;against|0.0108;know|0.0092;had|0.0071;he|0.0062;to|0.0042"
47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,21,biasdetector,0.09840744602649162,hypocrisy|0.5713;have|-0.1510;colleagues|-0.1202;cited|-0.1082;this|0.0830;accusing|0.0795;history|0.0643;on|0.0574;Republicans|-0.0538;Gorsuch.|-0.0476;in|-0.0433;often|0.0342;of|0.0293;their|0.0208;Judge|0.0122
47a209b0-fc26-4a0a-a1fe-e4310d1d2419,2,21,daroberta,0.08278344962745905,hypocrisy|0.3810;Gorsuch.|-0.1612;cited|-0.1289;this|0.1205;Republicans|0.0827;accusing|0.0802;colleagues|-0.0634;in|-0.0582;on|0.0480;have|-0.0317;their|0.0255;history|0.0234;often|0.0148;Judge|-0.0142;of|0.0081
2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,17,biasdetector,0.02384366015644784,"irony,’’|0.2046;winnable|0.0562;of|0.0492;bit|0.0460;resonated|-0.0384;enterprise.|0.0275;Democrats|0.0238;a|0.0215;skepticism|0.0172;a|-0.0168;who|0.0161;among|-0.0129;share|-0.0122;actually|-0.0109;war|-0.0104;that|0.0103;most|-0.0088;Steeles|-0.0088;is|0.0078;Afghanistan|-0.0074"
2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,17,daroberta,0.02874915156728373,"irony,’’|0.3558;actually|0.0587;bit|0.0580;winnable|0.0418;comments|0.0254;have|0.0254;resonated|-0.0253;In|0.0253;of|-0.0171;enterprise.|0.0136;Steeles|0.0119;recent|0.0117;a|-0.0115;Afghanistan|-0.0111;war|0.0096;skepticism|-0.0089;is|-0.0086;among|-0.0067;anti|-0.0063;share|-0.0028"
d16050b3-979f-4834-90db-b8823691b87e,2,25,biasdetector,0.024673884837991666,"blows|0.1018;misleading|0.0953;““He|-0.0804;false|0.0675;Comey,|0.0416;Hunt!””|-0.0402;their|0.0341;him&|0.0290;the|0.0262;showing‘‘|0.0242;testimony|0.0188;Witch|0.0177;away|0.0172;name|-0.0159;wants|0.0127;James|0.0080;Brennan…’’|-0.0075;against|0.0063;clear|-0.0046;case|0.0044"
d16050b3-979f-4834-90db-b8823691b87e,2,25,daroberta,0.029914713061104218,"Hunt!””|0.1631;Witch|0.1253;blows|0.0841;Brennan…’’|0.0615;Comey,|0.0610;misleading|0.0585;testimony|0.0371;““He|-0.0363;false|0.0353;the|0.0312;showing‘‘|0.0257;him&|0.0141;James|0.0138;their|0.0116;against|0.0091;by|0.0069;John|-0.0067;to|0.0058;or|0.0052;wants|0.0051"
2ec04201-2016-4227-baf7-ba8289058203,2,9,biasdetector,0.03709350324940508,"foul|0.1475;crying|0.1371;Obama|0.1039;however,|0.0879;criticism,|-0.0754;is|0.0642;campaign|-0.0626;knows|0.0515;Part|-0.0454;it|-0.0414;may|-0.0364;the|0.0245;reason|0.0230;over|0.0202;can|-0.0184;this|0.0135;of|-0.0107;that|0.0089;the|-0.0070;be|-0.0070"
2ec04201-2016-4227-baf7-ba8289058203,2,9,daroberta,0.03398378370444716,"crying|0.2174;foul|0.1430;is|0.1191;Obama|0.0515;the|0.0432;however,|0.0392;of|0.0373;criticism,|-0.0282;line|0.0265;be.|0.0211;because|0.0211;over|0.0205;Part|-0.0204;the|-0.0158;knows|0.0144;may|-0.0141;this|0.0124;how|0.0116;it|0.0115;be|-0.0114"
13792511-5142-449f-8d3e-d77d790f65ec,2,31,biasdetector,0.013817641067327897,"anything|0.1164;circumstances|0.0765;him:|0.0517;optimal|0.0447;Walker),|-0.0393;And|-0.0276;greater|-0.0268;for|0.0259;wide|-0.0237;agile|0.0234;public|0.0234;candidates,|-0.0220;are|0.0211;Scott|-0.0198;hold|-0.0196;are|-0.0195;He|-0.0192;faces|-0.0190;speakers|0.0151;with|0.0151"
13792511-5142-449f-8d3e-d77d790f65ec,2,31,daroberta,0.012265742585462449,"anything|0.0716;circumstances|0.0546;mainstream|0.0469;biographies(|0.0449;him:|0.0399;beloved|0.0335;And|-0.0294;Walker),|-0.0280;above).|0.0245;by|0.0217;are|0.0188;greater|-0.0183;all|0.0154;of|0.0154;Scott|-0.0148;persuasive|0.0147;agile|0.0145;public|0.0145;candidates,|0.0141;speakers|0.0132"
70c75d68-bf65-46a6-a822-15c23d77a275,3,6,biasdetector,0.02065307678846968,Trump‘‘’’’’|0.1188;stuffed|0.0852;““Given|-0.0769;pills|0.0624;proposal|0.0391;Democrats|0.0307;offerisnt|0.0288;we|0.0232;poison|0.0228;blame.|0.0214;that|0.0153;getting|0.0119;into|-0.0118;entice|0.0101;about|0.0085;about|0.0082;shifting|0.0066;to|-0.0052;a|-0.0052;can|-0.0052
70c75d68-bf65-46a6-a822-15c23d77a275,3,6,daroberta,0.029638703982345756,poison|0.1830;Trump‘‘’’’’|0.1815;stuffed|0.1017;the|0.0556;pills|0.0553;offerisnt|0.0508;blame.|0.0419;““Given|-0.0340;Democrats|0.0260;we|0.0208;supposed|0.0181;proposal|0.0128;to|0.0116;that|0.0113;about|0.0112;getting|0.0112;say|-0.0104;a|0.0098;was|0.0095;into|0.0081
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,10,biasdetector,0.1123271120886784,100FALSE!!!|0.3257;course|0.1779;Of|0.1611;National|-0.0950;the|0.0586;story|-0.0434;Enquirer|0.0321;is%|0.0048
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,10,daroberta,0.08736953680636361,100FALSE!!!|0.3130;course|0.1621;Of|0.1035;the|0.0483;National|0.0457;Enquirer|0.0118;is%|0.0111;story|-0.0036
df5fe55a-dfcb-4817-8631-830f47c21a72,2,14,biasdetector,0.06355804884861711,Liber|0.2353;trying|0.1515;als|0.1205;are|0.1152;floor.|-0.1116;to|-0.1102;going|0.0956;far|0.0937;bringing|0.0753;Speaker|-0.0630;the|-0.0519;tax|0.0447;the|-0.0421;House|-0.0388;outgoing|-0.0306;as|-0.0218;Nancy|-0.0214;compromise|-0.0209;prevent|-0.0209;to|-0.0172
df5fe55a-dfcb-4817-8631-830f47c21a72,2,14,daroberta,0.031442384793615295,Liber|0.1430;als|0.0954;prevent|-0.0893;are|0.0841;to|-0.0575;Pelosi|0.0508;trying|0.0484;House|0.0343;from|-0.0223;Speaker|-0.0217;bringing|0.0200;the|0.0187;floor.|-0.0145;as|0.0118;going|0.0117;Nancy|0.0081;cut|-0.0058;compromise|0.0057;tax|-0.0044;as|0.0028
8abec8d9-50a2-480e-969a-157f94954f4d,2,13,biasdetector,0.0868865516544743,"Trump,|0.2265;greatly.|0.1665;If’’|0.1158;will|-0.1003;hurt|-0.0896;him|0.0774;gone|0.0741;soft|0.0518;on|0.0397;hes|0.0082;it|0.0060"
8abec8d9-50a2-480e-969a-157f94954f4d,2,13,daroberta,0.060578793583607134,"Trump,|0.2078;gone|0.1272;him|0.0712;soft|0.0546;If’’|-0.0500;hurt|0.0418;greatly.|0.0405;hes|-0.0209;it|0.0202;on|-0.0194;will|-0.0127"
58f414e5-a122-49f5-819e-512d91069da5,2,28,biasdetector,0.04492609680320519,"destruction|0.1751;told|-0.1738;she|-0.1058;Thursday.|-0.1006;Clintons,””|-0.0801;““Somewhere|0.0715;politics|0.0607;90s,|-0.0562;of|0.0473;personal|0.0406;the|0.0325;on|-0.0320;decided|-0.0167;as|0.0164;they|0.0158;after|0.0140;went|0.0128;the’’|-0.0096;reporters|-0.0051;on|-0.0039"
58f414e5-a122-49f5-819e-512d91069da5,2,28,daroberta,0.034897561925130764,destruction|0.1536;““Somewhere|0.0919;the’’|0.0830;politics|0.0736;Thursday.|-0.0701;of|0.0591;they|0.0410;told|-0.0367;personal|0.0331;decided|-0.0234;the|0.0223;on|-0.0213;a|-0.0202;Republicans|-0.0195;in|0.0184;she|-0.0178;reporters|-0.0140;earlier|-0.0140;on|-0.0096;as|0.0067
d4a4bc34-e48b-4485-86b2-f1daf4d464dd,3,18,biasdetector,0.018574536105264845,skirmish|0.0958;comes|-0.0608;interview|-0.0568;very|0.0548;prompting|0.0460;billionaire|0.0431;Trump|0.0413;public|-0.0355;with|0.0323;Fusion|0.0317;own|0.0294;Fox’’s|0.0278;about|-0.0233;candidate|-0.0207;'s|-0.0207;security|-0.0204;team|-0.0204;which|-0.0157;Iowa|-0.0149;to|-0.0113
d4a4bc34-e48b-4485-86b2-f1daf4d464dd,3,18,daroberta,0.015024420172583475,Fox’’s|0.1004;skirmish|0.0881;Trump|0.0410;very|0.0349;billionaire|0.0330;own|0.0320;news|0.0238;prompting|0.0236;icon|0.0226;language|0.0221;the|0.0164;Fusion|0.0149;the|0.0147;with|0.0144;confronted|0.0133;conference|0.0129;in|0.0129;security|0.0119;team|0.0119;remove|0.0116
86e6e27d-1440-4879-8b13-0dd2d89f7281,3,12,biasdetector,0.05088237444858415,"motherfucker.””|0.2775;impeach|0.0736;Because’’|0.0602;in|-0.0364;the|0.0345;and’’|0.0261;were|-0.0238;were|-0.0227;there,|-0.0196;go|-0.0187;gonna|0.0122;gonna|-0.0054"
86e6e27d-1440-4879-8b13-0dd2d89f7281,3,12,daroberta,0.06227776851128077,"motherfucker.””|0.4754;impeach|0.0607;and’’|0.0579;the|0.0578;were|0.0377;Because’’|0.0239;in|-0.0164;go|-0.0061;gonna|0.0047;were|0.0045;gonna|0.0021;there,|-0.0002"
2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,8,biasdetector,0.02205471139230955,"hammered|0.1249;Trump|0.0825;bias|0.0653;Department.|-0.0555;child|0.0425;Trump|0.0350;poster|0.0324;within|0.0295;Justice|-0.0247;have|-0.0229;anti|0.0211;for|0.0204;months,|-0.0137;FBI|-0.0136;and|-0.0107;agent|-0.0101;the|-0.0096;bureau|-0.0095;allies|-0.0091;him|0.0074"
2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,8,daroberta,0.02607085041887057,"though,|0.1281;months,|0.0599;cast|0.0577;hammered|0.0537;have|0.0434;child|0.0369;and|0.0358;Trump|0.0347;for|0.0329;him|0.0321;bias|0.0286;poster|0.0231;the|0.0212;allies|0.0199;Justice|-0.0198;for|0.0193;his|0.0171;and|0.0167;as|0.0164;Department.|-0.0163"
dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,18,biasdetector,0.1879237073007971,dishonest!|0.4063;system!””|0.1775;So|0.0930;Rigged|0.0749
dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,18,daroberta,0.19103233027271926,dishonest!|0.3576;system!””|0.2871;So|0.0710;Rigged|0.0484
8385a996-1afc-4778-a06d-7070a8f19e27,3,5,biasdetector,0.09502092265110049,liberal|0.6949;Saturday.|-0.2231;storm|0.1954;had|-0.1538;with|0.0777;the|0.0670;York|-0.0587;The|-0.0496;Times|-0.0442;off|-0.0382;to|0.0225;kicked|-0.0210;comments|0.0197;icon|0.0153;published|-0.0129;justice|-0.0124;New|0.0038;The|0.0000
8385a996-1afc-4778-a06d-7070a8f19e27,3,5,daroberta,0.08446294514255391,liberal|0.3745;icon|0.2196;Saturday.|-0.1854;storm|0.1566;had|-0.1046;published|-0.0673;with|0.0620;justice|0.0590;comments|0.0582;The|0.0561;kicked|0.0413;New|0.0398;off|-0.0371;York|-0.0276;the|0.0183;The|-0.0097;Times|0.0028;to|0.0007
472158a1-4e39-4214-8397-904e66f2b4c5,3,19,biasdetector,0.03080628214714427,And|0.1103;dire|0.0749;Trump|0.0698;made|0.0607;virtually|0.0505;wreak|0.0477;Bloomberg|-0.0400;damage|0.0261;every|0.0245;about|0.0225;would|0.0166;aspect|-0.0144;life.|-0.0133;a|-0.0092;of|0.0089;presidency|0.0075;on|0.0072;predictions|-0.0066;the|0.0036;American|-0.0020
472158a1-4e39-4214-8397-904e66f2b4c5,3,19,daroberta,0.038767117658216096,And|0.2021;about|0.0873;virtually|0.0739;predictions|0.0695;wreak|0.0459;every|0.0451;Bloomberg|-0.0379;of|0.0372;Trump|0.0305;on|0.0262;made|0.0222;a|-0.0207;dire|0.0207;damage|-0.0131;presidency|0.0123;the|-0.0090;would|0.0090;American|0.0080;life.|0.0035;aspect|-0.0012
b5eefefb-2a33-45de-abe1-f855c94165f4,3,20,biasdetector,0.03578309753794972,"percent,””|-0.1757;When|0.1322;the““|0.1144;propensity|0.0918;Mr.|-0.0877;Mr.|0.0821;gaffes.|0.0663;vice|-0.0331;about|0.0329;for|0.0325;Romneys|0.0314;reminded|0.0252;raiser|0.0212;47|0.0157;went|0.0156;Biden|0.0142;the|-0.0128;president|0.0123;private|-0.0110;fund|-0.0110"
b5eefefb-2a33-45de-abe1-f855c94165f4,3,20,daroberta,0.026365835680711446,"gaffes.|0.1026;infamous|0.1006;remark|0.0752;Mr.|0.0509;the““|0.0494;propensity|0.0487;percent,””|0.0428;for|0.0376;about|0.0253;went|0.0244;Romneys|-0.0233;Ryan|-0.0228;raiser|0.0214;at|0.0212;a|0.0212;his|0.0141;own|0.0126;When|0.0124;of|0.0118;47|0.0109"
87609973-bd58-42a5-96e2-ee5aa47433f5,1,0,biasdetector,0.0659204358456745,"State'|0.1638;crooked'|0.1511;Deep|0.0971;Huma,|-0.0966;slams'|0.0881;calls|-0.0806;Trump|0.0593;aide|-0.0413;'Jail!'|0.0401;act|0.0393;Hillary|0.0351;to|-0.0187;DOJ|-0.0082;on'|0.0037"
87609973-bd58-42a5-96e2-ee5aa47433f5,1,0,daroberta,0.06606372607694495,"crooked'|0.2476;slams'|0.1453;State'|0.1320;Deep|0.1131;Huma,|-0.0766;'Jail!'|0.0550;on'|0.0459;to|-0.0456;DOJ|0.0327;act|0.0142;aide|0.0107;Trump|0.0040;calls|-0.0019;Hillary|0.0003"
2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,19,biasdetector,0.09165880424328722,pundit.|0.2928;war|0.2035;But|0.1458;anti|0.1368;Steele|-0.1142;Nor|-0.0982;he|-0.0528;is|-0.0498;Democrat.|0.0408;an|0.0221;is|-0.0193;a|-0.0145;not|0.0010
2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,19,daroberta,0.07349002364879617,pundit.|0.3992;But|0.1317;Nor|-0.0956;not|-0.0848;Democrat.|0.0519;an|-0.0482;Steele|-0.0350;anti|-0.0321;a|0.0240;is|0.0184;is|-0.0166;he|0.0147;war|-0.0030
8dac6c12-b5ca-468c-a249-7e0ab42f6b52,1,20,biasdetector,0.08350534624276826,"Democrats|0.2109;president?""|-0.1382;their|0.1176;question|-0.1117;this|0.0979;Are|-0.0904;the|0.0697;is:|-0.0693;going|0.0659;do|0.0433;to|-0.0337;""The|-0.0300;to|-0.0070"
8dac6c12-b5ca-468c-a249-7e0ab42f6b52,1,20,daroberta,0.06718902189571124,"their|0.1459;question|-0.1258;this|0.1058;is:|-0.0870;president?""|-0.0858;Democrats|0.0760;""The|0.0736;the|0.0613;going|0.0483;to|-0.0330;Are|0.0188;do|0.0085;to|-0.0036"
d16050b3-979f-4834-90db-b8823691b87e,3,0,biasdetector,0.11631314130499959,Apologizes|0.2735;Controversial|0.1699;Bloodied|0.1613;Trump|0.1561;Images|-0.1306;Head|0.0766;Kathy|-0.0762;Of|-0.0761;Griffin|-0.0218;For|-0.0211
d16050b3-979f-4834-90db-b8823691b87e,3,0,daroberta,0.10639951676130295,Bloodied|0.2616;Trump|0.2226;Controversial|0.1800;Head|0.0937;Apologizes|0.0908;Images|-0.0828;Griffin|-0.0660;Kathy|-0.0237;Of|-0.0232;For|-0.0197
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,23,biasdetector,0.027577908917529776,billionaire|0.1549;lurch|0.1089;sort|0.0739;that|0.0671;began|-0.0576;of|0.0544;PAC|-0.0543;an|-0.0494;The|0.0448;the|0.0444;running|-0.0410;anti|0.0391;Trump|0.0376;'s|-0.0332;are|0.0237;derogatory|0.0237;an|-0.0233;ad|-0.0213;in|-0.0213;super|0.0208
59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,23,daroberta,0.022025244964641474,lurch|0.0932;Trump|0.0669;PAC|-0.0532;sort|0.0481;super|0.0470;an|-0.0436;of|0.0419;The|0.0407;began|-0.0405;billionaire|0.0352;states|-0.0330;that|0.0324;the|0.0299;running|-0.0282;ad|-0.0263;into|0.0259;primary|-0.0249;anti|0.0236;are|0.0224;derogatory|0.0224
8abec8d9-50a2-480e-969a-157f94954f4d,1,9,biasdetector,0.07147010074889598,"fiery|0.4563;triggered|-0.1351;Twitter,|-0.1069;from|0.0937;Trump|0.0904;he|-0.0782;Fox,|0.0758;to|-0.0702;This|0.0698;stop|0.0557;apologize|-0.0517;called|-0.0377;a|-0.0347;response|0.0312;as|-0.0223;on|0.0095;and""|-0.0052;on|0.0039;lying.""|-0.0007;also|-0.0005"
8abec8d9-50a2-480e-969a-157f94954f4d,1,9,daroberta,0.05358673375255117,"fiery|0.3431;Fox,|0.1368;This|0.1052;also|-0.0888;he|-0.0812;Trump|0.0629;to|-0.0612;called|0.0506;on|0.0385;from|0.0313;lying.""|0.0182;response|0.0163;on|0.0153;stop|0.0094;and""|0.0054;apologize|0.0035;as|-0.0027;a|-0.0007;triggered|0.0005;Twitter,|-0.0003"
85475456-f38e-4c30-895d-ca2c819c6af1,1,10,biasdetector,0.022141979217518714,"misleading|0.4949;and|0.0425;record|-0.0407;is|-0.0343;the|-0.0317;contrast|-0.0316;Blumenthals|-0.0314;now,|-0.0286;is|-0.0230;events.|-0.0207;the|0.0177;at’’|-0.0173;often|-0.0167;speaks|-0.0167;way|-0.0153;he|-0.0153;Mr.’’|0.0153;about|-0.0122;that|-0.0122;veteransceremonies|-0.0115"
85475456-f38e-4c30-895d-ca2c819c6af1,1,10,daroberta,0.012811428172519812,"misleading|0.2497;the|0.0376;and|0.0337;is|-0.0272;Mr.’’|0.0242;especially|0.0183;events.|0.0144;about|0.0134;he|0.0123;that|0.0114;striking|0.0112;now,|0.0112;of|0.0109;way|0.0101;about|0.0094;when|0.0094;the|-0.0092;contrast|-0.0092;period|0.0073;what|-0.0067"
