level,partition,model,word,mean_abs_shap,count,category,proportion,n_selected_words
feature,shared,daroberta,21,0.078834,1,Emotional/Evaluative,,
feature,shared,daroberta,races!””,0.121376,1,Emotional/Evaluative,,
feature,shared,daroberta,weakness,0.107313,1,Emotional/Evaluative,,
feature,shared,daroberta,terror,0.066609,1,Emotional/Evaluative,,
feature,shared,daroberta,launching,0.121081,1,Emotional/Evaluative,,
feature,shared,daroberta,mocking,0.471769,1,Emotional/Evaluative,,
feature,shared,daroberta,responses,0.064541,1,Emotional/Evaluative,,
feature,shared,daroberta,selectively,0.094565,1,Emotional/Evaluative,,
feature,shared,daroberta,leak,0.062171,1,Emotional/Evaluative,,
feature,shared,daroberta,oddity,0.567554,1,Emotional/Evaluative,,
feature,shared,daroberta,budweiser,0.062755,1,Emotional/Evaluative,,
feature,shared,daroberta,monday,0.071752,1,Function/Temporal Words,,
feature,shared,daroberta,although,0.077797,1,Emotional/Evaluative,,
feature,shared,daroberta,responsible,0.099943,1,Emotional/Evaluative,,
feature,shared,daroberta,win,0.063818,1,Emotional/Evaluative,,
feature,shared,daroberta,blasted““,0.096701,1,Emotional/Evaluative,,
feature,shared,daroberta,hyster,0.113904,1,Emotional/Evaluative,,
feature,shared,daroberta,ical,0.071716,1,Emotional/Evaluative,,
feature,shared,daroberta,hunters,0.099962,1,Emotional/Evaluative,,
feature,shared,daroberta,media,0.062032,3,Emotional/Evaluative,,
feature,shared,daroberta,outlets.””,0.06224,1,Emotional/Evaluative,,
feature,shared,daroberta,raised,0.090954,1,Emotional/Evaluative,,
feature,shared,daroberta,considerably,0.125678,1,Emotional/Evaluative,,
feature,shared,daroberta,toughened,0.113795,1,Emotional/Evaluative,,
feature,shared,daroberta,stopping,0.107785,1,Emotional/Evaluative,,
feature,shared,daroberta,illegal,0.192722,1,Emotional/Evaluative,,
feature,shared,daroberta,immigration,0.066811,1,Emotional/Evaluative,,
feature,shared,daroberta,friday,0.171751,2,Function/Temporal Words,,
feature,shared,daroberta,rehashing,0.172576,1,Emotional/Evaluative,,
feature,shared,daroberta,usual,0.160827,1,Emotional/Evaluative,,
feature,shared,daroberta,crime,0.097475,1,Emotional/Evaluative,,
feature,shared,daroberta,basically,0.351509,1,Emotional/Evaluative,,
feature,shared,daroberta,the““,0.083404,2,Emotional/Evaluative,,
feature,shared,daroberta,chris,0.075413,1,Emotional/Evaluative,,
feature,shared,daroberta,christie,0.072871,1,Emotional/Evaluative,,
feature,shared,daroberta,throw,0.172568,1,Emotional/Evaluative,,
feature,shared,daroberta,hat,0.156947,1,Emotional/Evaluative,,
feature,shared,daroberta,surreal,0.16906,1,Emotional/Evaluative,,
feature,shared,daroberta,complain,0.127093,1,Emotional/Evaluative,,
feature,shared,daroberta,amok,0.188385,1,Emotional/Evaluative,,
feature,shared,daroberta,innocuous,0.35041,1,Emotional/Evaluative,,
feature,shared,daroberta,says,0.136176,1,Framing/Reporting Verbs,,
feature,shared,daroberta,like,0.066946,2,Emotional/Evaluative,,
feature,shared,daroberta,business,0.294937,1,Emotional/Evaluative,,
feature,shared,daroberta,instead,0.131014,1,Emotional/Evaluative,,
feature,shared,daroberta,protection,0.077227,1,Emotional/Evaluative,,
feature,shared,daroberta,ist,0.369923,1,Emotional/Evaluative,,
feature,shared,daroberta,intensely,0.324216,1,Emotional/Evaluative,,
feature,shared,daroberta,that’’,0.068607,2,Emotional/Evaluative,,
feature,shared,daroberta,disdain,0.070779,1,Emotional/Evaluative,,
feature,shared,daroberta,attention,0.072377,1,Emotional/Evaluative,,
feature,shared,daroberta,bored,0.080896,1,Emotional/Evaluative,,
feature,shared,daroberta,groups,0.091871,1,Emotional/Evaluative,,
feature,shared,daroberta,railed,0.195256,1,Emotional/Evaluative,,
feature,shared,daroberta,accuses,0.165973,1,Emotional/Evaluative,,
feature,shared,daroberta,obstruction,0.302455,1,Emotional/Evaluative,,
feature,shared,daroberta,vitriol,0.147028,1,Emotional/Evaluative,,
feature,shared,daroberta,cited,0.12889,1,Emotional/Evaluative,,
feature,shared,daroberta,accusing,0.080207,1,Emotional/Evaluative,,
feature,shared,daroberta,hypocrisy,0.381031,1,Emotional/Evaluative,,
feature,shared,daroberta,gorsuch,0.16115,1,Emotional/Evaluative,,
feature,shared,daroberta,"irony,’’",0.355846,1,Emotional/Evaluative,,
feature,shared,daroberta,blows,0.084115,1,Emotional/Evaluative,,
feature,shared,daroberta,misleading,0.154078,2,Emotional/Evaluative,,
feature,shared,daroberta,brennan…’’,0.061519,1,Emotional/Evaluative,,
feature,shared,daroberta,witch,0.125306,1,Emotional/Evaluative,,
feature,shared,daroberta,hunt!””,0.163135,1,Emotional/Evaluative,,
feature,shared,daroberta,crying,0.217428,1,Emotional/Evaluative,,
feature,shared,daroberta,foul,0.14298,1,Emotional/Evaluative,,
feature,shared,daroberta,anything,0.07157,1,Emotional/Evaluative,,
feature,shared,daroberta,poison,0.183033,1,Emotional/Evaluative,,
feature,shared,daroberta,stuffed,0.101682,1,Emotional/Evaluative,,
feature,shared,daroberta,trump‘‘’’’’,0.181523,1,Emotional/Evaluative,,
feature,shared,daroberta,course,0.162068,1,Emotional/Evaluative,,
feature,shared,daroberta,100false,0.312965,1,Emotional/Evaluative,,
feature,shared,daroberta,liber,0.143025,1,Emotional/Evaluative,,
feature,shared,daroberta,als,0.09538,1,Emotional/Evaluative,,
feature,shared,daroberta,prevent,0.089318,1,Emotional/Evaluative,,
feature,shared,daroberta,gone,0.127219,1,Emotional/Evaluative,,
feature,shared,daroberta,““somewhere,0.091892,1,Emotional/Evaluative,,
feature,shared,daroberta,destruction,0.153594,1,Emotional/Evaluative,,
feature,shared,daroberta,fox’’s,0.100376,1,Emotional/Evaluative,,
feature,shared,daroberta,skirmish,0.08808,1,Emotional/Evaluative,,
feature,shared,daroberta,icon,0.121099,2,Emotional/Evaluative,,
feature,shared,daroberta,motherfucker.””,0.475398,1,Emotional/Evaluative,,
feature,shared,daroberta,dishonest,0.35755,1,Emotional/Evaluative,,
feature,shared,daroberta,system!””,0.287084,1,Emotional/Evaluative,,
feature,shared,daroberta,liberal,0.3745,1,Emotional/Evaluative,,
feature,shared,daroberta,storm,0.156554,1,Emotional/Evaluative,,
feature,shared,daroberta,published,0.067269,1,Emotional/Evaluative,,
feature,shared,daroberta,saturday,0.093824,2,Function/Temporal Words,,
feature,shared,daroberta,predictions,0.069461,1,Emotional/Evaluative,,
feature,shared,daroberta,virtually,0.073892,1,Emotional/Evaluative,,
feature,shared,daroberta,infamous,0.100644,1,Emotional/Evaluative,,
feature,shared,daroberta,remark,0.075191,1,Emotional/Evaluative,,
feature,shared,daroberta,gaffes,0.102622,1,Emotional/Evaluative,,
feature,shared,daroberta,slams',0.145285,1,Emotional/Evaluative,,
feature,shared,daroberta,crooked',0.247594,1,Emotional/Evaluative,,
feature,shared,daroberta,huma,0.076582,1,Emotional/Evaluative,,
feature,shared,daroberta,deep,0.113108,1,Emotional/Evaluative,,
feature,shared,daroberta,state',0.131986,1,Emotional/Evaluative,,
feature,shared,daroberta,nor,0.095633,1,Emotional/Evaluative,,
feature,shared,daroberta,pundit,0.39924,1,Emotional/Evaluative,,
feature,shared,daroberta,question,0.125809,1,Emotional/Evaluative,,
feature,shared,daroberta,apologizes,0.090793,1,Emotional/Evaluative,,
feature,shared,daroberta,controversial,0.179957,1,Emotional/Evaluative,,
feature,shared,daroberta,images,0.082771,1,Emotional/Evaluative,,
feature,shared,daroberta,bloodied,0.261646,1,Emotional/Evaluative,,
feature,shared,daroberta,head,0.093685,1,Emotional/Evaluative,,
feature,shared,daroberta,lurch,0.093216,1,Emotional/Evaluative,,
feature,shared,daroberta,fiery,0.343084,1,Emotional/Evaluative,,
feature,shared,daroberta,fox,0.062142,4,Emotional/Evaluative,,
feature,shared,daroberta,bigots,0.558082,1,Emotional/Evaluative,,
feature,shared,daroberta,scoffed,0.21789,1,Emotional/Evaluative,,
feature,shared,daroberta,vehemently,0.108782,1,Emotional/Evaluative,,
feature,shared,daroberta,rumors,0.116385,1,Emotional/Evaluative,,
feature,shared,daroberta,rippled,0.081614,1,Emotional/Evaluative,,
feature,shared,daroberta,washington,0.085524,1,Emotional/Evaluative,,
feature,shared,daroberta,terrorists,0.417844,1,Emotional/Evaluative,,
feature,shared,daroberta,attacks,0.07773,2,Emotional/Evaluative,,
feature,shared,daroberta,beck,0.064217,1,Emotional/Evaluative,,
feature,shared,daroberta,armed,0.086192,1,Emotional/Evaluative,,
feature,shared,daroberta,chalkboard,0.196802,1,Emotional/Evaluative,,
feature,shared,daroberta,blamed,0.193687,1,Emotional/Evaluative,,
feature,shared,daroberta,veered,0.085657,1,Emotional/Evaluative,,
feature,shared,daroberta,veiled,0.097462,1,Emotional/Evaluative,,
feature,shared,daroberta,outright,0.109934,1,Emotional/Evaluative,,
feature,shared,daroberta,president’’,0.088213,1,Emotional/Evaluative,,
feature,shared,daroberta,pledge,0.079377,1,Emotional/Evaluative,,
feature,shared,daroberta,earthislamic,0.23563,1,Emotional/Evaluative,,
feature,shared,daroberta,terrorism,0.264092,1,Emotional/Evaluative,,
feature,shared,daroberta,elephants,0.139328,1,Emotional/Evaluative,,
feature,shared,daroberta,africa,0.109923,1,Emotional/Evaluative,,
feature,shared,daroberta,terrorist,0.384874,2,Emotional/Evaluative,,
feature,shared,daroberta,killed,0.066043,1,Emotional/Evaluative,,
feature,shared,daroberta,alarming,0.112459,1,Emotional/Evaluative,,
feature,shared,daroberta,stereotyping,0.157353,1,Explicit Bias Terms,,
feature,shared,daroberta,simply,0.091815,1,Emotional/Evaluative,,
feature,shared,daroberta,ironically,0.374487,1,Emotional/Evaluative,,
feature,shared,daroberta,oligarchs,0.096374,1,Emotional/Evaluative,,
feature,shared,daroberta,inept,0.192472,1,Emotional/Evaluative,,
feature,shared,daroberta,ideological,0.277625,1,Emotional/Evaluative,,
feature,shared,daroberta,base,0.097697,1,Emotional/Evaluative,,
feature,shared,daroberta,profoundly,0.106944,1,Emotional/Evaluative,,
feature,shared,daroberta,animates,0.08865,1,Emotional/Evaluative,,
feature,shared,daroberta,governor,0.133716,1,Emotional/Evaluative,,
feature,shared,daroberta,1993,0.112415,1,Emotional/Evaluative,,
feature,shared,daroberta,quietly,0.184834,1,Emotional/Evaluative,,
feature,shared,daroberta,parade,0.088814,1,Emotional/Evaluative,,
feature,shared,daroberta,that-----,0.091276,1,Emotional/Evaluative,,
feature,shared,daroberta,fg,0.07246,1,Emotional/Evaluative,,
feature,shared,daroberta,acrimony,0.237635,1,Emotional/Evaluative,,
feature,shared,daroberta,enormous,0.116152,1,Emotional/Evaluative,,
feature,shared,daroberta,ceaseless,0.441229,1,Emotional/Evaluative,,
feature,shared,daroberta,administration,0.063419,3,Emotional/Evaluative,,
feature,shared,daroberta,exasper,0.143903,1,Emotional/Evaluative,,
feature,shared,daroberta,ated,0.103772,1,Emotional/Evaluative,,
feature,shared,daroberta,yawning,0.247686,1,Emotional/Evaluative,,
feature,shared,daroberta,excoriated,0.166501,1,Emotional/Evaluative,,
feature,shared,daroberta,supposedly,0.098128,1,Emotional/Evaluative,,
feature,shared,daroberta,shoddy,0.474176,1,Emotional/Evaluative,,
feature,shared,daroberta,you…,0.10728,1,Emotional/Evaluative,,
feature,shared,daroberta,friggin,0.580906,1,Emotional/Evaluative,,
feature,shared,daroberta,bashed,0.581996,1,Emotional/Evaluative,,
feature,shared,daroberta,left,0.098397,1,Emotional/Evaluative,,
feature,shared,daroberta,ending,0.099228,1,Emotional/Evaluative,,
feature,shared,daroberta,lambasted,0.321043,1,Emotional/Evaluative,,
feature,shared,daroberta,insisting,0.240781,1,Framing/Reporting Verbs,,
feature,shared,daroberta,buffeted,0.11984,1,Emotional/Evaluative,,
feature,shared,daroberta,humor,0.103928,1,Emotional/Evaluative,,
feature,shared,daroberta,isolated,0.072159,1,Emotional/Evaluative,,
summary,shared,daroberta,,,227,Emotional/Evaluative,0.9619,236
summary,shared,daroberta,,,1,Explicit Bias Terms,0.0042,236
summary,shared,daroberta,,,4,Framing/Reporting Verbs,0.0169,236
summary,shared,daroberta,,,4,Function/Temporal Words,0.0169,236
feature,bd_only,biasdetector,withering,0.155254,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ripostes,0.172379,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,mostly,0.089178,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,biden,0.082682,5,Emotional/Evaluative,,
feature,bd_only,biasdetector,overlook,0.197843,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,fact,0.13473,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,2004,0.073075,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,he,0.06579,15,Emotional/Evaluative,,
feature,bd_only,biasdetector,savvy,0.117312,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,media,0.073583,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,attentive,0.17826,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,portrayed,0.125465,1,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,terror,0.120961,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,groups,0.152216,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,attempts,0.063155,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,she,0.082153,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,vowed,0.076596,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,democrats,0.066284,18,Emotional/Evaluative,,
feature,bd_only,biasdetector,foil,0.06618,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,elect,0.094564,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,j.’’,0.125666,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,trumps,0.093998,4,Emotional/Evaluative,,
feature,bd_only,biasdetector,administration,0.066377,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,told,0.091885,4,Emotional/Evaluative,,
feature,bd_only,biasdetector,should,0.063091,4,Function/Temporal Words,,
feature,bd_only,biasdetector,year,0.089844,2,Function/Temporal Words,,
feature,bd_only,biasdetector,medicare?””,0.114914,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,double,0.140912,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,reality,0.181287,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,contraction,0.108357,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ary,0.1127,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,policy,0.088074,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,said,0.120314,2,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,never,0.081897,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,excruciating,0.373163,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,concessions,0.09252,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,plus,0.347781,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,wants,0.147608,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,commit$,0.122951,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,billion,0.089723,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,gun,0.095057,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,explicitly,0.084036,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,prohibit,0.098064,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,purchasing,0.073706,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,great,0.476044,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,““there’’s,0.307804,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,some,0.081372,5,Function/Temporal Words,,
feature,bd_only,biasdetector,huge,0.095368,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,holes,0.31375,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,safe,0.137365,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,incensed,0.527175,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,extended,0.073477,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,p,0.064798,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,recipients,0.070181,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,effectively,0.322179,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,caught,0.168433,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,wings,0.097492,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,essentially,0.203497,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,left,0.070345,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,several,0.068954,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,months―,0.07587,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,less,0.180717,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,incentive,0.23716,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,““i,0.285838,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,blessed,0.086869,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,arent,0.071086,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,attention.””,0.098846,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,““in,0.182054,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,years,0.179273,1,Function/Temporal Words,,
feature,bd_only,biasdetector,republicans,0.075402,17,Emotional/Evaluative,,
feature,bd_only,biasdetector,afraid,0.148902,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,trump’’s,0.099811,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,even,0.091699,5,Emotional/Evaluative,,
feature,bd_only,biasdetector,trouble,0.149591,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,tuesday,0.297427,2,Function/Temporal Words,,
feature,bd_only,biasdetector,reserved,0.071247,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,deepest,0.173533,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,disdain,0.359618,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,president’’,0.146108,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,secretary,0.075525,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,wisconsin,0.074026,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,vented,0.147591,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,putting,0.061918,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,internal,0.276938,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,insurrections,0.145506,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,upended,0.127579,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,decade,0.140203,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,experienced,0.090296,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,resist,0.064833,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,talking,0.103223,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,bidens,0.078285,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,behavior,0.179941,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,across,0.162166,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,repeatedly,0.243159,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,suggested,0.070517,1,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,wisely,0.081643,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,thought,0.073601,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,shoo,0.080028,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,smell,0.078593,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,pinnacle,0.083721,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,full,0.078364,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,speculation,0.074478,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,retire,0.178795,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,secretly,0.096111,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,democratically,0.087079,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,monday,0.168315,2,Function/Temporal Words,,
feature,bd_only,biasdetector,highest,0.07652,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ranking,0.07572,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,officially,0.102182,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,construction,0.133017,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,onslaught,0.128088,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,broker,0.061444,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,quickly,0.204992,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,scuttled,0.1017,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,resembled,0.097448,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,agenda,0.108163,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,longer,0.094325,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,modern,0.15555,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,gop,0.064089,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,enraged,0.284546,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,liberals,0.093106,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,betrayal,0.250554,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,yes,0.10048,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,friday,0.113803,2,Function/Temporal Words,,
feature,bd_only,biasdetector,racially,0.097332,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,charged,0.152846,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,drawn,0.098148,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,fire,0.063043,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,saying,0.078294,3,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,bad,0.069214,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,face,0.086048,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,swiftly,0.205101,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,pressured,0.231798,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,putin,0.095212,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,meeting,0.114748,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,identical,0.197206,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,banal,0.49111,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,statements,0.068482,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,illegal,0.304435,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,crossings,0.09059,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,critics,0.131909,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,manufacturing,0.073782,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,crisis,0.07307,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,witnesses,0.122129,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,bolder,0.082549,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,destabilize,0.256857,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,including,0.102935,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,liz’’,0.166594,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,cheneys,0.140462,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,throated,0.07255,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,same,0.08903,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,like,0.065324,4,Emotional/Evaluative,,
feature,bd_only,biasdetector,address,0.066818,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,bemoaning,0.203232,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,demanding,0.161473,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,purity,0.080564,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,not““,0.100002,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,choosing.””,0.427547,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,chaotic,0.394358,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ryan―,0.08214,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,shot,0.077443,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,down’’,0.118384,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,idea,0.124194,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,nativist,0.155967,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,"values,””",0.073739,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,sheyman,0.068964,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,significant,0.075014,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,thursday,0.190345,2,Function/Temporal Words,,
feature,bd_only,biasdetector,steal,0.235413,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,number,0.069766,4,Emotional/Evaluative,,
feature,bd_only,biasdetector,recession,0.145114,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ms,0.075825,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,klobuchar,0.213313,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,illustrates,0.140433,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,why,0.063342,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,broadly,0.087582,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,little,0.071978,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,world,0.071558,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,laughs,0.192211,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,'t,0.073864,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,laughing,0.118669,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,sharpest,0.125208,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,rejection,0.143736,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,strzok,0.093759,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,fired,0.114268,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,written,0.104509,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,words,0.086557,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,plainly,0.517352,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,showed,0.068009,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,suggesting,0.175466,1,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,winning,0.210954,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,entitlement,0.115097,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,c,0.088695,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,meanwhile,0.108252,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,politicization,0.226559,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,tea,0.123985,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,activists,0.122044,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,energy,0.063258,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ouster,0.103768,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,progressivism,0.308091,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,cancer,0.066127,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,must,0.094335,1,Function/Temporal Words,,
feature,bd_only,biasdetector,system,0.078122,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,enter,0.339873,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,lauten,0.127879,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,speech,0.070294,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,huckabee,0.085168,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,trying,0.299334,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,equipped,0.111364,1,Emotional/Evaluative,,
